tournament,stage,date,home_team,away_team,home_score,away_score,venue,winner
2010--south-africa,Group H,2010-06-25,20:30   Switzerland,Honduras,0,0,"Free State Stadium, Bloemfontein",Draw
2010--south-africa,Round of 16,2010-06-26,16:00   Uruguay,South Korea,2,1,"Nelson Mandela Bay Stadium, Port Elizabeth",16:00   Uruguay
2010--south-africa,Round of 16,2010-06-26,20:30   USA,Ghana,1,2,"Royal Bafokeng Stadium, Rustenburg",Ghana
2010--south-africa,Round of 16,2010-06-27,16:00   Germany,England,4,1,"Free State Stadium, Bloemfontein",16:00   Germany
2010--south-africa,Round of 16,2010-06-27,20:30   Argentina,Mexico,3,1,"Soccer City, Johannesburg",20:30   Argentina
2010--south-africa,Round of 16,2010-06-28,16:00   Netherlands,Slovakia,2,1,"Moses Mabhida Stadium, Durban",16:00   Netherlands
2010--south-africa,Round of 16,2010-06-28,20:30   Brazil,Chile,3,0,"Ellis Park Stadium, Johannesburg",20:30   Brazil
2010--south-africa,Round of 16,2010-06-29,16:00   Paraguay,Japan,5,3,"Loftus Versfeld Stadium, Pretoria",16:00   Paraguay
2010--south-africa,Round of 16,2010-06-29,20:30   Spain,Portugal,1,0,"Cape Town Stadium, Cape Town",20:30   Spain
2010--south-africa,Round of 16,2010-07-02,16:00   Netherlands,Brazil,2,1,"Nelson Mandela Bay Stadium, Port Elizabeth",16:00   Netherlands
2010--south-africa,Round of 16,2010-07-02,20:30   Uruguay,Ghana,4,2,"Soccer City, Johannesburg",20:30   Uruguay
2010--south-africa,Round of 16,2010-07-03,16:00   Argentina,Germany,0,4,"Cape Town Stadium, Cape Town",Germany
2010--south-africa,Round of 16,2010-07-03,20:30   Paraguay,Spain,0,1,"Ellis Park Stadium, Johannesburg",Spain
2010--south-africa,Round of 16,2010-07-06,20:30   Uruguay,Netherlands,2,3,"Cape Town Stadium, Cape Town",Netherlands
2010--south-africa,Round of 16,2010-07-07,20:30   Germany,Spain,0,1,"Moses Mabhida Stadium, Durban",Spain
2010--south-africa,Third-place play-off,2010-07-10,20:30  Uruguay,Germany,2,3,"Nelson Mandela Bay Stadium, Port Elizabeth",Germany
2010--south-africa,Final,2010-07-11,20:30  Netherlands,Spain,0,1,"Soccer City, Johannesburg",Spain
2014--brazil,,,Brazil v Croatia,),3,1,"Arena de São Paulo, São Paulo (UTC-3)",Brazil v Croatia
2014--brazil,,,Mexico v Cameroon,),1,0,"Estádio das Dunas, Natal (UTC-3)",Mexico v Cameroon
2014--brazil,,,Spain v Netherlands,),1,5,"Arena Fonte Nova, Salvador (UTC-3)",)
2014--brazil,,,Chile v Australia,),3,1,"Arena Pantanal, Cuiabá (UTC-4)",Chile v Australia
2014--brazil,,2014-06-14,Uruguay,Costa Rica,1,3,"Estádio Castelão, Fortaleza (UTC-3)",Costa Rica
2014--brazil,,2014-06-14,England,Italy,1,2,"Arena Amazônia, Manaus (UTC-4)",Italy
2014--brazil,,2014-06-19,Uruguay,England,2,1,"Arena de São Paulo, São Paulo (UTC-3)",Uruguay
2014--brazil,,2014-06-20,Italy,Costa Rica,0,1,"Arena Pernambuco, Recife (UTC-3)",Costa Rica
2014--brazil,,2014-06-24,Italy,Uruguay,0,1,"Estádio das Dunas, Natal (UTC-3)",Uruguay
2014--brazil,,2014-06-24,Costa Rica,England,0,0,"Estádio Mineirão, Belo Horizonte (UTC-3)",Draw
2014--brazil,,2014-06-15,Switzerland,Ecuador,2,1,"Estádio Nacional Mané Garrincha, Brasília (UTC-3)",Switzerland
2014--brazil,,2014-06-15,France,Honduras,3,0,"Estádio Beira-Rio, Porto Alegre (UTC-3)",France
2014--brazil,,2014-06-20,Switzerland,France,2,5,"Arena Fonte Nova, Salvador (UTC-3)",France
2014--brazil,,2014-06-20,Honduras,Ecuador,1,2,"Arena da Baixada, Curitiba (UTC-3)",Ecuador
2014--brazil,,2014-06-25,Honduras,Switzerland,0,3,"Arena Amazônia, Manaus (UTC-4)",Switzerland
2014--brazil,,2014-06-25,Ecuador,France,0,0,"Estádio do Maracanã, Rio de Janeiro (UTC-3)",Draw
2014--brazil,,2014-06-15,Argentina,Bosnia-Herzegovina,2,1,"Estádio do Maracanã, Rio de Janeiro (UTC-3)",Argentina
2014--brazil,,2014-06-16,Iran,Nigeria,0,0,"Arena da Baixada, Curitiba (UTC-3)",Draw
2014--brazil,,2014-06-21,Argentina,Iran,1,0,"Estádio Mineirão, Belo Horizonte (UTC-3)",Argentina
2014--brazil,,2014-06-21,Nigeria,Bosnia-Herzegovina,1,0,"Arena Pantanal, Cuiabá (UTC-4)",Nigeria
2014--brazil,,2014-06-25,Nigeria,Argentina,2,3,"Estádio Beira-Rio, Porto Alegre (UTC-3)",Argentina
2014--brazil,,2014-06-25,Bosnia-Herzegovina,Iran,3,1,"Arena Fonte Nova, Salvador (UTC-3)",Bosnia-Herzegovina
2014--brazil,,2014-06-16,Germany,Portugal,4,0,"Arena Fonte Nova, Salvador (UTC-3)",Germany
2014--brazil,,2014-06-16,Ghana,USA,1,2,"Estádio das Dunas, Natal (UTC-3)",USA
2014--brazil,,2014-06-21,Germany,Ghana,2,2,"Estádio Castelão, Fortaleza (UTC-3)",Draw
2014--brazil,,2014-06-22,USA,Portugal,2,2,"Arena Amazônia, Manaus (UTC-4)",Draw
2014--brazil,,2014-06-26,USA,Germany,0,1,"Arena Pernambuco, Recife (UTC-3)",Germany
2014--brazil,,2014-06-26,Portugal,Ghana,2,1,"Estádio Nacional Mané Garrincha, Brasília (UTC-3)",Portugal
2014--brazil,,2014-06-17,Belgium,Algeria,2,1,"Estádio Mineirão, Belo Horizonte (UTC-3)",Belgium
2014--brazil,,2014-06-17,Russia,South Korea,1,1,"Arena Pantanal, Cuiabá (UTC-4)",Draw
2014--brazil,,2014-06-22,Belgium,Russia,1,0,"Estádio do Maracanã, Rio de Janeiro (UTC-3)",Belgium
2014--brazil,,2014-06-22,South Korea,Algeria,2,4,"Estádio Beira-Rio, Porto Alegre (UTC-3)",Algeria
2014--brazil,,2014-06-26,South Korea,Belgium,0,1,"Arena de São Paulo, São Paulo (UTC-3)",Belgium
2014--brazil,,2014-06-26,Algeria,Russia,1,1,"Arena da Baixada, Curitiba (UTC-3)",Draw
2014--brazil,Round of 16,2014-06-28,13:00   Brazil,Chile,3,2,"Estádio Mineirão, Belo Horizonte (UTC-3)  # 1A - 2B",13:00   Brazil
2014--brazil,Round of 16,2014-06-28,17:00   Colombia,Uruguay,2,0,"Estádio do Maracanã, Rio de Janeiro (UTC-3)   # 1C - 2D",17:00   Colombia
2014--brazil,Round of 16,2014-06-29,13:00   Netherlands,Mexico,2,1,"Estádio Castelão, Fortaleza (UTC-3)        # 1B - 2A",13:00   Netherlands
2014--brazil,Round of 16,2014-06-29,17:00   Costa Rica,Greece,5,3,"Arena Pernambuco, Recife (UTC-3)     # 1D - 2C",17:00   Costa Rica
2014--brazil,Round of 16,2014-06-30,13:00   France,Nigeria,2,0,"Estádio Nacional Mané Garrincha, Brasília (UTC-3)     # 1E - 2F",13:00   France
2014--brazil,Round of 16,2014-06-30,17:00   Germany,Algeria,2,1,"Estádio Beira-Rio, Porto Alegre (UTC-3)    # 1G - 2H",17:00   Germany
2014--brazil,Round of 16,2014-07-01,13:00    Argentina,Switzerland,1,0,"Arena de São Paulo, São Paulo    # 1F - 2E",13:00    Argentina
2014--brazil,Round of 16,2014-07-01,17:00    Belgium,USA,2,1,"Arena Fonte Nova, Salvador     # 1H - 2G",17:00    Belgium
2014--brazil,Quarter-finals,2014-07-04,17:00   Brazil,Colombia,2,1,"Estádio Castelão, Fortaleza    # W49 - W50",17:00   Brazil
2014--brazil,Quarter-finals,2014-07-04,13:00   France,Germany,0,1,"Estádio do Maracanã, Rio de Janeiro (UTC-3)   # W53 - W54",Germany
2014--brazil,Quarter-finals,2014-07-05,17:00   Netherlands,Costa Rica,4,3,"Arena Fonte Nova, Salvador (UTC-3)    # W51 - W52",17:00   Netherlands
2014--brazil,Quarter-finals,2014-07-05,13:00   Argentina,Belgium,1,0,"Estádio Nacional Mané Garrincha, Brasília (UTC-3)    # W55 - W56",13:00   Argentina
2014--brazil,Semi-finals,2014-07-08,17:00  Brazil,Germany,1,7,"Estádio Mineirão, Belo Horizonte (UTC-3)   # W57 - W58",Germany
2014--brazil,Semi-finals,2014-07-09,17:00  Netherlands,Argentina,2,4,"Arena de São Paulo, São Paulo (UTC-3)    # W59 - W69",Argentina
2014--brazil,Semi-finals,2014-07-12,17:00  Brazil,Netherlands,0,3,"Estádio Nacional Mané Garrincha, Brasília (UTC-3)   # L61 - L62",Netherlands
2014--brazil,Final,2014-07-13,16:00  Germany,Argentina,1,0,"Estádio do Maracanã, Rio de Janeiro (UTC-3)   # W61 - W62",16:00  Germany
2018--russia,Group A,2018-06-14,18:00      Russia,Saudi Arabia,5,0,"Luzhniki Stadium, Moscow (UTC+3)",18:00      Russia
2018--russia,Group A,2018-06-15,17:00      Egypt,Uruguay,0,1,"Ekaterinburg Arena, Ekaterinburg (UTC+5)",Uruguay
2018--russia,Group A,2018-06-19,21:00      Russia,Egypt,3,1,"Saint Petersburg Stadium, Saint Petersburg (UTC+3)",21:00      Russia
2018--russia,Group A,2018-06-20,18:00      Uruguay,Saudi Arabia,1,0,"Rostov Arena, Rostov-on-Don (UTC+3)",18:00      Uruguay
2018--russia,Group A,2018-06-25,18:00      Uruguay,Russia,3,0,"Samara Arena, Samara (UTC+4)",18:00      Uruguay
2018--russia,Group A,2018-06-25,17:00      Saudi Arabia,Egypt,2,1,"Volgograd Arena, Volgograd (UTC+3)",17:00      Saudi Arabia
2018--russia,Group B,2018-06-15,18:00     Morocco,Iran,0,1,"Saint Petersburg Stadium, Saint Petersburg (UTC+3)",Iran
2018--russia,Group B,2018-06-15,21:00     Portugal,Spain,3,3,"Fisht Stadium, Sochi (UTC+3)",Draw
2018--russia,Group B,2018-06-20,15:00     Portugal,Morocco,1,0,"Luzhniki Stadium, Moscow (UTC+3)",15:00     Portugal
2018--russia,Group B,2018-06-20,21:00     Iran,Spain,0,1,"Kazan Arena, Kazan (UTC+3)",Spain
2018--russia,Group B,2018-06-25,21:00     Iran,Portugal,1,1,"Mordovia Arena, Saransk (UTC+3)",Draw
2018--russia,Group B,2018-06-25,20:00     Spain,Morocco,2,2,"Kaliningrad Stadium, Kaliningrad (UTC+2)",Draw
2018--russia,Group C,2018-06-16,13:00     France,Australia,2,1,"Kazan Arena, Kazan (UTC+3)",13:00     France
2018--russia,Group C,2018-06-16,19:00     Peru,Denmark,0,1,"Mordovia Arena, Saransk (UTC+3)",Denmark
2018--russia,Group C,2018-06-21,16:00     Denmark,Australia,1,1,"Samara Arena, Samara (UTC+4)",Draw
2018--russia,Group C,2018-06-21,20:00     France,Peru,1,0,"Ekaterinburg Arena, Ekaterinburg (UTC+5)",20:00     France
2018--russia,Group C,2018-06-26,17:00     Denmark,France,0,0,"Luzhniki Stadium, Moscow (UTC+3)",Draw
2018--russia,Group C,2018-06-26,17:00     Australia,Peru,0,2,"Fisht Stadium, Sochi (UTC+3)",Peru
2018--russia,Group D,2018-06-16,16:00      Argentina,Iceland,1,1,"Spartak Stadium, Moscow (UTC+3)",Draw
2018--russia,Group D,2018-06-16,21:00      Croatia,Nigeria,2,0,"Kaliningrad Stadium, Kaliningrad (UTC+2)",21:00      Croatia
2018--russia,Group D,2018-06-21,21:00      Argentina,Croatia,0,3,"Nizhny Novgorod Stadium, Nizhny Novgorod (UTC+3)",Croatia
2018--russia,Group D,2018-06-22,18:00      Nigeria,Iceland,2,0,"Volgograd Arena, Volgograd (UTC+3)",18:00      Nigeria
2018--russia,Group D,2018-06-26,21:00      Nigeria,Argentina,1,2,"Saint Petersburg Stadium, Saint Petersburg (UTC+3)",Argentina
2018--russia,Group D,2018-06-26,21:00      Iceland,Croatia,1,2,"Rostov Arena, Rostov-on-Don (UTC+3)",Croatia
2018--russia,Group E,2018-06-17,16:00       Costa Rica,Serbia,0,1,"Samara Arena, Samara (UTC+4)",Serbia
2018--russia,Group E,2018-06-17,21:00       Brazil,Switzerland,1,1,"Rostov Arena, Rostov-on-Don (UTC+3)",Draw
2018--russia,Group E,2018-06-22,15:00       Brazil,Costa Rica,2,0,"Saint Petersburg Stadium, Saint Petersburg (UTC+3)",15:00       Brazil
2018--russia,Group E,2018-06-22,20:00       Serbia,Switzerland,1,2,"Kaliningrad Stadium, Kaliningrad (UTC+2)",Switzerland
2018--russia,Group E,2018-06-27,21:00       Serbia,Brazil,0,2,"Spartak Stadium, Moscow (UTC+3)",Brazil
2018--russia,Group E,2018-06-27,21:00       Switzerland,Costa Rica,2,2,"Nizhny Novgorod Stadium, Nizhny Novgorod (UTC+3)",Draw
2018--russia,Group F,2018-06-17,18:00        Germany,Mexico,0,1,"Luzhniki Stadium, Moscow (UTC+3)",Mexico
2018--russia,Group F,2018-06-18,15:00        Sweden,South Korea,1,0,"Nizhny Novgorod Stadium, Nizhny Novgorod (UTC+3)",15:00        Sweden
2018--russia,Group F,2018-06-23,18:00        South Korea,Mexico,1,2,"Rostov Arena, Rostov-on-Don (UTC+3)",Mexico
2018--russia,Group F,2018-06-23,21:00        Germany,Sweden,2,1,"Fisht Stadium, Sochi (UTC+3)",21:00        Germany
2018--russia,Group F,2018-06-27,17:00        South Korea,Germany,2,0,"Kazan Arena, Kazan (UTC+3)",17:00        South Korea
2018--russia,Group F,2018-06-27,19:00        Mexico,Sweden,0,3,"Ekaterinburg Arena, Ekaterinburg (UTC+5)",Sweden
2018--russia,Group G,2018-06-18,18:00          Belgium,Panama,3,0,"Fisht Stadium, Sochi (UTC+3)",18:00          Belgium
2018--russia,Group G,2018-06-18,21:00          Tunisia,England,1,2,"Volgograd Arena, Volgograd (UTC+3)",England
2018--russia,Group G,2018-06-23,15:00          Belgium,Tunisia,5,2,"Spartak Stadium, Moscow (UTC+3)",15:00          Belgium
2018--russia,Group G,2018-06-24,15:00          England,Panama,6,1,"Nizhny Novgorod Stadium, Nizhny Novgorod (UTC+3)",15:00          England
2018--russia,Group G,2018-06-28,20:00          England,Belgium,0,1,"Kaliningrad Stadium, Kaliningrad (UTC+2)",Belgium
2018--russia,Group G,2018-06-28,21:00          Panama,Tunisia,1,2,"Mordovia Arena, Saransk (UTC+3)",Tunisia
2018--russia,Group H,2018-06-19,15:00          Colombia,Japan,1,2,"Mordovia Arena, Saransk (UTC+3)",Japan
2018--russia,Group H,2018-06-19,18:00          Poland,Senegal,1,2,"Spartak Stadium, Moscow (UTC+3)",Senegal
2018--russia,Group H,2018-06-24,20:00          Japan,Senegal,2,2,"Ekaterinburg Arena, Ekaterinburg (UTC+5)",Draw
2018--russia,Group H,2018-06-24,21:00          Poland,Colombia,0,3,"Kazan Arena, Kazan (UTC+3)",Colombia
2018--russia,Group H,2018-06-28,17:00          Japan,Poland,0,1,"Volgograd Arena, Volgograd (UTC+3)",Poland
2018--russia,Group H,2018-06-28,18:00          Senegal,Colombia,0,1,"Samara Arena, Samara (UTC+4)",Colombia
2018--russia,Round of 16,2018-06-30,21:00        Uruguay,Portugal,2,1,"Fisht Stadium, Sochi (UTC+3)",21:00        Uruguay
2018--russia,Round of 16,2018-06-30,17:00        France,Argentina,4,3,"Kazan Arena, Kazan (UTC+3)",17:00        France
2018--russia,Round of 16,2018-07-01,17:00        Spain,Russia,3,4,"Luzhniki Stadium, Moscow (UTC+3)",Russia
2018--russia,Round of 16,2018-07-01,21:00        Croatia,Denmark,3,2,"Nizhny Novgorod Stadium, Nizhny Novgorod (UTC+3)",21:00        Croatia
2018--russia,Round of 16,2018-07-02,18:00        Brazil,Mexico,2,0,"Samara Arena, Samara (UTC+4)",18:00        Brazil
2018--russia,Round of 16,2018-07-02,21:00        Belgium,Japan,3,2,"Rostov Arena, Rostov-on-Don (UTC+3)",21:00        Belgium
2018--russia,Round of 16,2018-07-03,17:00        Sweden,Switzerland,1,0,"Saint Petersburg Stadium, Saint Petersburg (UTC+3)",17:00        Sweden
2018--russia,Round of 16,2018-07-03,21:00        Colombia,England,3,4,"Spartak Stadium, Moscow (UTC+3)",England
2018--russia,Quarter-finals,2018-07-06,17:00        Uruguay,France,0,2,"Nizhny Novgorod Stadium, Nizhny Novgorod (UTC+3)",France
2018--russia,Quarter-finals,2018-07-06,21:00        Brazil,Belgium,1,2,"Kazan Arena, Kazan (UTC+3)",Belgium
2018--russia,Quarter-finals,2018-07-07,21:00        Russia,Croatia,3,4,"Fisht Stadium, Sochi (UTC+3)",Croatia
2018--russia,Quarter-finals,2018-07-07,18:00        Sweden,England,0,2,"Samara Arena, Samara (UTC+4)",England
2018--russia,Semi-finals,2018-07-10,21:00       France,Belgium,1,0,"Saint Petersburg Stadium, St. Petersburg (UTC+3)",21:00       France
2018--russia,Semi-finals,2018-07-11,21:00        Croatia,England,2,1,"Luzhniki Stadium, Moscow (UTC+3)",21:00        Croatia
2018--russia,Semi-finals,2018-07-14,17:00        Belgium,England,2,0,"Saint Petersburg Stadium, St. Petersburg (UTC+3)",17:00        Belgium
2018--russia,Final,2018-07-15,18:00       France,Croatia,4,2,"Luzhniki Stadium, Moscow (UTC+3)",18:00       France
2022--qatar,Group A,2022-11-20,Qatar,Ecuador,0,2,"Al Bayt Stadium, Al Khor",Ecuador
2022--qatar,Group A,2022-11-21,Senegal,Netherlands,0,2,"Al Thumama Stadium, Doha",Netherlands
2022--qatar,Group A,2022-11-25,Qatar,Senegal,1,3,"Al Thumama Stadium, Doha",Senegal
2022--qatar,Group A,2022-11-25,Netherlands,Ecuador,1,1,"Khalifa International Stadium, Al Rayyan",Draw
2022--qatar,Group A,2022-11-29,Ecuador,Senegal,1,2,"Khalifa International Stadium, Al Rayyan",Senegal
2022--qatar,Group A,2022-11-29,Netherlands,Qatar,2,0,"Al Bayt Stadium, Al Khor",Netherlands
2022--qatar,Group B,2022-11-21,England,Iran,6,2,"Khalifa International Stadium, Al Rayyan",England
2022--qatar,Group B,2022-11-21,USA,Wales,1,1,"Ahmad bin Ali Stadium, Al Rayyan",Draw
2022--qatar,Group B,2022-11-25,Wales,Iran,0,2,"Ahmad bin Ali Stadium, Al Rayyan",Iran
2022--qatar,Group B,2022-11-25,England,USA,0,0,"Al Bayt Stadium, Al Khor",Draw
2022--qatar,Group B,2022-11-29,Wales,England,0,3,"Ahmad bin Ali Stadium, Al Rayyan",England
2022--qatar,Group B,2022-11-29,Iran,USA,0,1,"Al Thumama Stadium, Doha",USA
2022--qatar,Group C,2022-11-22,Argentina,Saudi Arabia,1,2,"Lusail Iconic Stadium, Lusail",Saudi Arabia
2022--qatar,Group C,2022-11-22,Mexico,Poland,0,0,"Stadium 974, Doha",Draw
2022--qatar,Group C,2022-11-26,Poland,Saudi Arabia,2,0,"Education City Stadium, Al Rayyan",Poland
2022--qatar,Group C,2022-11-26,Argentina,Mexico,2,0,"Lusail Iconic Stadium, Lusail",Argentina
2022--qatar,Group C,2022-11-30,Poland,Argentina,0,2,"Stadium 974, Doha",Argentina
2022--qatar,Group C,2022-11-30,Saudi Arabia,Mexico,1,2,"Lusail Iconic Stadium, Lusail",Mexico
2022--qatar,Group D,2022-11-22,Denmark,Tunisia,0,0,"Education City Stadium, Al Rayyan",Draw
2022--qatar,Group D,2022-11-22,France,Australia,4,1,"Al Janoub Stadium, Al Wakrah",France
2022--qatar,Group D,2022-11-26,Tunisia,Australia,0,1,"Al Janoub Stadium, Al Wakrah",Australia
2022--qatar,Group D,2022-11-26,France,Denmark,2,1,"Stadium 974, Doha",France
2022--qatar,Group D,2022-11-30,Australia,Denmark,1,0,"Al Janoub Stadium, Al Wakrah",Australia
2022--qatar,Group D,2022-11-30,Tunisia,France,1,0,"Education City Stadium, Al Rayyan",Tunisia
2022--qatar,Group E,2022-11-23,Germany,Japan,1,2,"Khalifa International Stadium, Al Rayyan",Japan
2022--qatar,Group E,2022-11-23,Spain,Costa Rica,7,0,"Al Thumama Stadium, Doha",Spain
2022--qatar,Group E,2022-11-27,Japan,Costa Rica,0,1,"Ahmad bin Ali Stadium, Al Rayyan",Costa Rica
2022--qatar,Group E,2022-11-27,Spain,Germany,1,1,"Al Bayt Stadium, Al Khor",Draw
2022--qatar,Group E,2022-12-01,Japan,Spain,2,1,"Khalifa International Stadium, Al Rayyan",Japan
2022--qatar,Group E,2022-12-01,Costa Rica,Germany,2,4,"Al Bayt Stadium, Al Khor",Germany
2022--qatar,Group F,2022-11-23,Morocco,Croatia,0,0,"Al Bayt Stadium, Al Khor",Draw
2022--qatar,Group F,2022-11-23,Belgium,Canada,1,0,"Ahmad bin Ali Stadium, Al Rayyan",Belgium
2022--qatar,Group F,2022-11-27,Belgium,Morocco,0,2,"Al Thumama Stadium, Doha",Morocco
2022--qatar,Group F,2022-11-27,Croatia,Canada,4,1,"Khalifa International Stadium, Al Rayyan",Croatia
2022--qatar,Group F,2022-12-01,Croatia,Belgium,0,0,"Ahmad bin Ali Stadium, Al Rayyan",Draw
2022--qatar,Group F,2022-12-01,Canada,Morocco,1,2,"Al Thumama Stadium, Doha",Morocco
2022--qatar,Group G,2022-11-24,Switzerland,Cameroon,1,0,"Al Janoub Stadium, Al Wakrah",Switzerland
2022--qatar,Group G,2022-11-24,Brazil,Serbia,2,0,"Lusail Iconic Stadium, Lusail",Brazil
2022--qatar,Group G,2022-11-28,Cameroon,Serbia,3,3,"Al Janoub Stadium, Al Wakrah",Draw
2022--qatar,Group G,2022-11-28,Brazil,Switzerland,1,0,"Stadium 974, Doha",Brazil
2022--qatar,Group G,2022-12-02,Serbia,Switzerland,2,3,"Stadium 974, Doha",Switzerland
2022--qatar,Group G,2022-12-02,Cameroon,Brazil,1,0,"Lusail Iconic Stadium, Lusail",Cameroon
2022--qatar,Group H,2022-11-24,Uruguay,South Korea,0,0,"Education City Stadium, Al Rayyan",Draw
2022--qatar,Group H,2022-11-24,Portugal,Ghana,3,2,"Stadium 974, Doha",Portugal
2022--qatar,Group H,2022-11-28,South Korea,Ghana,2,3,"Education City Stadium, Al Rayyan",Ghana
2022--qatar,Group H,2022-11-28,Portugal,Uruguay,2,0,"Lusail Iconic Stadium, Lusail",Portugal
2022--qatar,Group H,2022-12-02,Ghana,Uruguay,0,2,"Al Janoub Stadium, Al Wakrah",Uruguay
2022--qatar,Group H,2022-12-02,South Korea,Portugal,2,1,"Lusail Iconic Stadium, Lusail",South Korea
2022--qatar,Round of 16,2022-12-03,Netherlands,USA,3,1,"Khalifa International Stadium, Al Rayyan",Netherlands
2022--qatar,Round of 16,2022-12-03,Argentina,Australia,2,1,"Ahmad bin Ali Stadium, Al Rayyan",Argentina
2022--qatar,Round of 16,2022-12-04,France,Poland,3,1,"Al Thumama Stadium, Doha",France
2022--qatar,Round of 16,2022-12-04,England,Senegal,3,0,"Al Bayt Stadium, Al Khor",England
2022--qatar,Round of 16,2022-12-05,Japan,Croatia,1,3,"Al Janoub Stadium, Al Wakrah",Croatia
2022--qatar,Round of 16,2022-12-05,Brazil,South Korea,4,1,"Stadium 974, Doha",Brazil
2022--qatar,Round of 16,2022-12-06,Morocco,Spain,3,0,"Education City Stadium, Al Rayyan",Morocco
2022--qatar,Round of 16,2022-12-06,Portugal,Switzerland,6,1,"Lusail Iconic Stadium, Lusail",Portugal
2022--qatar,Quarter-finals,2022-12-09,Croatia,Brazil,4,2,"Education City Stadium, Al Rayyan",Croatia
2022--qatar,Quarter-finals,2022-12-09,Netherlands,Argentina,3,4,"Lusail Iconic Stadium, Lusail",Argentina
2022--qatar,Quarter-finals,2022-12-10,Morocco,Portugal,1,0,"Al Thumama Stadium, Doha",Morocco
2022--qatar,Quarter-finals,2022-12-10,England,France,1,2,"Al Bayt Stadium, Al Khor",France
2022--qatar,Semi-finals,2022-12-13,Argentina,Croatia,3,0,"Lusail Iconic Stadium, Lusail",Argentina
2022--qatar,Semi-finals,2022-12-14,France,Morocco,2,0,"Al Bayt Stadium, Al Khor",France
2022--qatar,Match for third place,2022-12-17,Croatia,Morocco,2,1,"Khalifa International Stadium, Al Rayyan",Croatia
2022--qatar,Final,2022-12-18,Argentina,France,4,2,"Lusail Iconic Stadium, Lusail",Argentina
